CAS,R,SMILES,PBT_label
6726-45-0,n,Cc1ccc(cc1)c1nc(nc(n1)c1ccc(C)cc1)c1ccc(C)cc1,1
6755-93-7,n,CC(C)c1c(O)ccc2c1CCC1C(C)(C)C(=O)CCC21C,1
6786-83-0,pr,CN(C)c1ccc(cc1)C(O)(c1ccc(cc1)N(C)C)c1ccc(Nc2ccccc2)c2ccccc12,1
6786-84-1,pr,CCNc1ccc(C(c2ccc(cc2)N(C)C)c2ccc(cc2)N(C)C)c2ccccc12,1
6820-74-2,n,ClC(C(Cl)(Cl)Cl)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1
6833-84-7,pr,CC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1,1
6877-73-2,pr,CC1CCC2(OC1)OC1CC3C4CC(=C5CC(CCC5(C)C4CCC3(C)C1C2C)OC(=O)C)C,1
6904-93-4,pr,Clc1cc(Cl)c2NC(=C3Sc4c(cc(Cl)c(Cl)c4Cl)C3=O)C(=O)c2c1,1
6928-57-0,n,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C(Cl)(Cl)Cl,1
6928-67-2,n,CCCOC(=O)c1c(C(=O)OCCC)c(Cl)c(Cl)c(Cl)c1Cl,1
6994-53-2,n,CN(C)CCCNS(=O)(=O)c1cc(ccc1C=Cc1ccccc1)n1nc2ccc3ccccc3c2n1,1
7009-43-0,pr,CSc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,1
7044-02-2,pr,N#CC(=CC=C1N(C)c2ccc(cc2C1(C)C)C(=O)OC)C(=O)OCc1ccccc1,1
7061-81-6,n,Clc1ccc2c(c1)Cc1cc(Cl)cc(Cl)c21,1
7064-71-3,pr,N#CC(=CC=C1N(C)c2ccc(cc2C1(C)C)C(=O)OC)C(=O)OCCCc1ccccc1,1
7090-41-7,n,Clc1cc2c(cc1Cl)c1cc(Cl)c(Cl)cc21,1
7128-64-5,pr,CC(C)(C)c1ccc2oc(nc2c1)c1ccc(s1)c1oc2ccc(cc2n1)C(C)(C)C,1
7153-98-2,pr,CC(CCOP(=O)(O)OCCC(C)CC(C)(C)C)CC(C)(C)C,1
7165-63-1,n,CC(CCCCC(C)NCc1ccccc1Cl)NCc1ccccc1Cl,1
7267-90-5,n,O=C1c2ccccc2c2cc3ccc4cccc5ccc(c12)c3c45,1
7289-24-9,n,Clc1ccccc1C=NCC1CCC(CN=Cc2ccccc2Cl)CC1,1
7292-14-0,pr,Cc1cc(C)c(O)c(c1)C(CC(C)CC(C)(C)C)c1cc(C)cc(C)c1O,1
7346-74-9,n,Cc1cc(O)c(Cc2c(O)cc(C)cc2C(C)(C)C)c(c1)C(C)(C)C,1
7388-32-1,n,CCOc1ccc(cc1)C(C(Cl)Cl)c1ccc(OCC)cc1,1
7496-10-8,n,Fc1ccc2cc3c4ccccc4ccc3c(C)c2c1,1
7497-11-2,pr,O=C(Oc1c(Cl)cc(Cl)cc1Cl)Oc1c(Cl)cc(Cl)cc1Cl,1
7511-47-9,n,O=C1C=C(C(=O)C(=C1)C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C,1
7780-33-8,n,CCNP(=S)(OCC)Oc1ccc(cc1Cl)C(C)(C)C,1
8001-35-2,pr,ClCC12C(Cl)C(Cl)C(CC1(Cl)Cl)C2(CCl)C(Cl)Cl,1
8001-88-5,n,OCC12CCC(C(=C)C)C2C2CCC3C4(C)CCC(O)C(C)(C)C4CCC3(C)C2(C)CC1,1
8005-30-9,pr,Clc1ccc2nc3c4ccc5c6nc7ccc(Cl)cc7n6c(=O)c6ccc(c(=O)n3c2c1)c4c56,1
8015-34-7,n,Brc1ccc(cc1)NC(=O)c1cc(Br)cc(Br)c1O,1
8017-34-3,n,Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1
9011-13-6,n,O=C1CC(CC(c2ccccc2)C2C(=O)OC(=O)C2CC(c2ccccc2)C2CC(=O)OC2=O)C(=O)O1,1
10004-39-4,pr,CCCN(CCC)c1ccc(cc1)c1oc(c(n1)c1ccc(cc1)N(C)C)c1ccccc1Cl,1
10064-26-3,n,COc1cc(C(C)C)c2CCC3C(C)(C)CCCC3(C)c2c1,1
10081-67-1,i,CC(C)(c1ccc(cc1)Nc1ccc(cc1)C(C)(C)c1ccccc1)c1ccccc1,1
10114-60-0,pr,CCOc1ccc2nc3c4ccc5c(=O)n6c7cc(OCC)ccc7nc6c6ccc(c(=O)n3c2c1)c4c56,1
10144-81-7,pr,CCOc1ccc2nc3n(c(=O)c4ccc5c6c(ccc3c46)c3nc4cccc(OCC)c4n3c5=O)c2c1,1
10350-33-1,n,Cc1ccc2cccc3c2c1c1cccc2cccc3c12,1
10366-05-9,pr,Clc1cc2ccc1CCc1ccc(CC2)c(Cl)c1,1
10386-84-2,pr,Fc1c(Br)c(F)c(F)c(c1F)c1c(F)c(F)c(Br)c(F)c1F,1
10457-58-6,n,CCCCc1c2ccc3ccccc3c2nc2ccc3ccccc3c12,1
10457-59-7,n,CC(C)c1c2c(ccc3ccccc23)nc2ccc3ccccc3c12,1
10463-10-2,n,CCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
10496-54-5,pr,CC(C)c1cc(c(C)cc1OP(=O)(O)O)C1(OC(=O)c2ccccc12)c1cc(C(C)C)c(O)cc1C,1
10525-22-1,pr,CC(=O)OC1CCC2(C)C(=CCC3C4CCC(C(C)CCCC(C)(C)O)C4(C)CCC23)C1,1
10547-40-7,pr,Clc1ccc2c(nccc2NC(C)(C)N2CCN(CC2)C(C)(C)Nc2ccnc3cc(Cl)ccc23)c1,1
10549-91-4,pr,CCCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]12C)C(=O)COC(=O)CCC,1
10565-58-9,n,CN(C)CCCC1(OC(C)(C)c2ccccc12)c1ccc(Cl)cc1,1
10565-60-3,n,CN(C)CCCC1(OC(C)(C)c2ccccc12)c1ccc(cc1)C(F)(F)F,1
10565-61-4,n,CN(C)CCCC1(OC(C)(C)c2ccc(Cl)cc12)c1ccccc1,1
10565-63-6,n,CCC1(CC)OC(CCCN(C)C)(c2ccccc2)c2ccccc12,1
10565-65-8,n,CCC1(CC)OC(CCCN(C)C)(c2ccccc2C)c2ccccc12,1
10565-70-5,n,CN(C)CCCC1CC(C)(c2ccccc2)c2ccccc12,1
10565-74-9,n,CN(C)CCCC1(CC(C)(C)c2ccccc12)c1ccccc1,1
10565-84-1,n,CN(C)CCCC1(CCCc2ccccc12)c1ccccc1,1
10567-95-0,n,Cc1c2cc(C)c3ccccc3c2nc2ccccc12,1
10572-60-8,pr,Cc1ccc(cc1)Nc1ccc(NC(C)C)c2C(=O)c3ccccc3C(=O)c12,1
10592-65-1,pr,C#CC1(O)CCC2C3CC=C4C=C(CCC4C3CCC12C)OC1CCCC1,1
10606-46-9,n,Clc1ccc(cc1)C(O)(c1ccccc1Cl)C(Cl)(Cl)Cl,1
11052-72-5,pr,CCC1C=CC=CCC(C)C(O)C(C)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C,1
12227-78-0,pr,Ic1cc2c(Oc3c(I)c(O)c(I)cc3C32OC(=O)c2ccccc32)c(I)c1O,1
12379-49-6,n,Clc1ccc(cc1)C1CCc2ccccc2NC1Cc1ncc[nH]1,1
12789-03-6,n,ClC1CC2C(C1Cl)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
13027-28-6,pr,Oc1ccc(cc1)C1(OC(=O)c2c(Br)c(Br)c(Br)c(Br)c12)c1ccc(O)cc1,1
13075-01-9,n,Brc1c(Cl)c(Cl)c(Br)c(Br)c1Cl,1
13080-86-9,pr,Nc1ccc(cc1)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)Oc1ccc(N)cc1,1
13088-02-3,n,CN(C)CCCC1c2ccccc2C(C)(C)c2ccc(cc12)C(F)(F)F,1
13116-92-2,n,Brc1cc2c(cc1Br)oc1cc(Br)c(Br)c(Br)c21,1
13285-14-8,n,CN(C)c1cccc2c1cccc2S(=O)(=O)Oc1ccccc1OS(=O)(=O)c1cccc2c(cccc12)N(C)C,1
13285-40-0,pr,CCCN(CCOC(=O)C(=C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
13312-42-0,n,O=Cc1c2ccc3cccc4ccc(c5ccccc15)c2c34,1
13345-21-6,n,Oc1ccc2ccc3c4c(ccc1c24)cc1ccccc31,1
13345-26-1,n,Oc1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,1
13345-60-3,n,COCc1c2ccc3ccccc3c2c(C)c2ccccc12,1
13345-61-4,n,O=Cc1c2ccc3ccccc3c2c(C)c2ccccc12,1
13345-62-5,n,ClCc1c2ccc3ccccc3c2c(C)c2ccccc12,1
13345-64-7,n,Cc1cccc2c1c(C)c1ccc3ccccc3c1c2C,1
13400-67-4,n,CC(C)CCCC(C)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C,1
13417-01-1,pr,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
13612-55-0,n,c1cc2CCc3cccc(CCc4cccc(CCc(c1)c2)c4)c3,1
13673-53-5,pr,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
13673-54-6,pr,O=C(OCc1ccccc1)NC(CSCc1ccccc1)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
13680-35-8,pr,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,1
13700-81-7,n,ClC(Cl)(c1ccccc1)C(Cl)(Cl)c1ccccc1,1
13741-18-9,pr,Oc1cc(C)c(C)cc1C1CC2CCC1(C)C2(C)C,1
13764-35-7,n,CCN(CC)CCSC(=S)N1c2ccccc2Sc2ccccc12,1
13801-50-8,n,Sc1c(S)c(Cl)c(Cl)c(Cl)c1Cl,1
13936-01-1,n,O=C1c2ccccc2C(=O)C1c1cc(cc(c1)C(C)(C)C)C(C)(C)C,1
13960-31-1,n,c1ccc(cc1)Cc1nc(Cc2ccccc2)nc(n1)Cc1ccccc1,1
14007-50-2,pr,O=C(CCc1ccccc1)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
14056-64-5,pr,CSc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,1
14118-16-2,n,c1ccc(cc1)N(c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccccc1,1
14168-01-5,n,ClC1CC2C(C1)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
14191-92-5,pr,O=C1CCC2(C)C(=C1)CCC1C3CCC(OC(=O)C4CCCCC4)C3(C)CCC21,1
14214-69-8,pr,CC(C)CCCC(C)C1CCC2C3C=CC4=CC(O)CCC4(C)C3CCC12C,1
14340-08-0,pr,C#CC1(CCC2C3CCC4CC=CCC4(C)C3CCC12C)OC(=O)C,1
14426-25-6,pr,CN(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,1
14437-46-8,n,Clc1ccc(cc1)NC(=O)c1cc(I)cc(I)c1O,1
14650-24-9,pr,O=C(OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C,1
14737-86-1,pr,CCCCCCN1C(=O)c2c(C1=O)c(Cl)c(Cl)c(Cl)c2Cl,1
14753-82-3,n,COc1ccc(Cl)cc1C(c1cc(Cl)ccc1OC)C(Cl)(Cl)Cl,1
14759-04-7,n,COc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,1
14760-53-3,n,Cc1c2ccccc2c(C)c2c1ccc1c(O)cccc21,1
14825-85-5,pr,OC1(C#Cc2ccccc2)c2ccccc2C(O)(C#Cc2ccccc2)c2ccccc12,1
14898-73-8,n,COc1ccc2c(c1)sc(C=CC=CC=c1sc3cc(OC)ccc3n1CC)[n]2CC,1
14929-11-4,pr,Clc1ccc(cc1)OC(C)(C)C(=O)OCCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,1
14957-65-4,pr,Brc1cc(O)c(c(Br)c1)c1c(O)cc(Br)cc1Br,1
14979-34-1,n,ClC1=C(Cl)C2(Cl)C3(Cl)C(=C(Cl)C(Cl)(C3(Cl)Cl)C2(Cl)C1(Cl)Cl)Cl,1
15086-94-9,pr,Brc1cc2c(Oc3c(Br)c(O)c(Br)cc3C32OC(=O)c2ccccc32)c(Br)c1O,1
15166-00-4,pr,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1
15210-30-7,pr,ClC1(Cl)CC21C1CCC(C1)C2(C)C,1
15220-85-6,n,CC(C)CC(C)(C)CC(C)(C)CC(C)(C)C,1
15262-86-9,pr,CC(C)CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1
15340-83-7,n,COc1ccc2c(CCC3C(C)(C)CCCC23C)c1C(C)C,1
15435-29-7,pr,Clc1cc(Cc2cc(Cl)cc(Br)c2O)c(O)c(Br)c1,1
15459-85-5,n,CC(C)CCCC(C)C1CCC2C3=CCC4CC(=O)CCC4(C)C3CCC12C,1
15577-26-1,pr,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1
15600-08-5,pr,CC(C)CCCC(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,1
15679-24-0,pr,Cc1cc2ccc3cc(C)cc4ccc(c1)c2c34,1
15686-33-6,pr,Clc1cc(C(C)C)c(O)c(Cc2c(C)c(Cl)cc(C(C)C)c2O)c1C,1
15720-98-6,pr,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1
15811-52-6,pr,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,1
15811-54-8,pr,OCCNc1c(Cl)c(Cl)c(c(Cl)c1Cl)c1c(Cl)c(Cl)c(NCCO)c(Cl)c1Cl,1
15862-07-4,n,Clc1cc(Cl)c(Cl)cc1c1ccccc1,1
15905-32-5,pr,Ic1cc2c(Oc3c(I)c(O)c(I)cc3C32OC(=O)c2ccccc32)c(I)c1O,1
15914-23-5,n,Cc1ccc2c(ccc3c4ccccc4ccc23)c1C,1
16090-14-5,pr,FC(=C(F)F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F,1
16238-56-5,n,BrCc1c2ccc3ccccc3c2c(C)c2ccccc12,1
16294-75-0,pr,O=c1c2ccccc2c2ccc3sc4ccccc4c4ccc1c2c34,1
16310-65-9,n,C1=CC2=CC=C3CCC4=CC=C5C=CCC6C(=C1)C2C3C4C56,1
16310-66-0,n,c1cc2CCc3ccc4CCc5cccc6c(c1)c2c3c4c56,1
16310-68-2,n,C1CCc2c(C1)ccc1cc3ccc4ccccc4c3cc21,1
16331-96-7,pr,COc1ccc2c(c1)C(C)(C)C1(C=Cc3cc(ccc3O1)N(=O)=O)N2C,1
16354-47-5,n,COc1c2ccc3ccccc3c2c(C)c2ccccc12,1
16354-48-6,n,CCOc1c2ccc3ccccc3c2c(C)c2ccccc12,1
16354-50-0,n,CCc1c2ccc3ccccc3c2c(C)c2ccccc12,1
16354-52-2,n,CCc1c2ccc3ccccc3c2c(CC)c2ccccc12,1
16354-53-3,n,COc1c2ccc3ccccc3c2c(OC)c2ccccc12,1
16354-54-4,n,CCCc1c2ccc3ccccc3c2c(C)c2ccccc12,1
16354-55-5,n,CCc1c2ccccc2c(C)c2ccc3ccccc3c12,1
16561-29-8,pr,CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(=CC23)C)C2C1(OC(=O)C)C2(C)C,1
16699-20-0,pr,c1ccc(C=CCN2CCN(CC2)C(c2ccccc2)c2ccccc2)cc1,1
16757-80-5,n,Cc1cc2cccc3ccc4cc5ccccc5c1c4c23,1
16757-81-6,n,Cc1ccc2ccc3c4c(ccc1c24)cc1ccccc31,1
16757-82-7,n,CC1=CC2=CC=C3C4=C(C=CC(=C1)C24)C=C1C=CC=CC31,1
16757-83-8,n,Cc1cc2cc3ccccc3c3ccc4cccc1c4c23,1
16757-84-9,n,Cc1cc2c3c(ccc4c(C)ccc1c34)cc1ccccc21,1
16757-85-0,n,Cc1cc2ccc3cc4ccccc4c4ccc(c1C)c2c34,1
16757-86-1,n,Cc1cc(C)c2ccc3cc4ccccc4c4ccc1c2c34,1
16757-87-2,n,Cc1cc2ccc3c4ccccc4cc4ccc(c1C)c2c34,1
16757-88-3,n,Cc1cc2cc3ccccc3c3ccc4c(C)ccc1c4c23,1
16757-89-4,n,Cc1c(C)c2cccc3ccc4c5ccccc5cc1c4c23,1
16757-90-7,n,Cc1c2ccccc2c2ccc3c(C)ccc4ccc1c2c34,1
16757-91-8,n,Cc1c2ccccc2c2ccc3ccc(C)c4ccc1c2c34,1
16757-92-9,n,Cc1c2ccc3c(C)cc(C)c4ccc(c5ccccc15)c2c34,1
16793-69-4,n,ClCCN(CCOc1cc(C)ccc1C(C)C)Cc1ccccc1,1
16834-13-2,pr,n1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(c3ccncc3)C3=NC(=C(c4ccncc4)c4ccc1[nH]4)C=C3)[nH]2)c1ccncc1,1
17016-43-2,pr,CC(C)c1cc(c(C)cc1OP(=O)(O)O)C1(OC(=O)c2ccccc12)c1cc(C(C)C)c(O)cc1C,1
17119-22-1,pr,N#N=C1C=CC(=NS(=O)(=O)c2ccc(C)cc2)C(=C1)S(=O)(=O)Nc1cc(C)ccc1C,1
17199-21-2,n,Clc1cc(cc(N(=O)=O)c1O)C(C)(C)CC(C)(C)C,1
17199-22-3,n,Brc1cc(cc(N(=O)=O)c1O)C(C)(C)CC(C)(C)C,1
17199-24-5,n,Oc1ccc(cc1Cl)C(C)(C)CC(C)(C)C,1
17278-93-2,n,Cc1ccc2cc3c(cc2c1)c1ccccc1c1ccccc31,1
17427-69-9,n,O(CCOc1ccc(cc1)Nc1ccccc1)CCOc1ccc(cc1)Nc1ccccc1,1
17465-58-6,n,Cc1c2CCC(C)(C)c2c(C)c2c1CCC2(C)C,1
17465-59-7,n,Cc1c2CCC(C)(C)c2c(C)c2CCC(C)(C)c12,1
17513-40-5,n,O=Cc1c2ccccc2c(C)c2ccc3ccccc3c12,1
17526-24-8,n,CC(=O)OCc1c2ccccc2cc2c1ccc1ccccc21,1
17527-29-6,i,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
17528-28-8,pr,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,1
17553-35-4,n,CC(C)(C)C#CC(C)(C)C(C)(C)C#CC(C)(C)C,1
17589-24-1,pr,O=C=Nc1ccc(cc1)Cc1ccc(cc1)N1C(=O)N(c2ccc(cc2)Cc2ccc(N=C=O)cc2)C1=O,1
17728-68-6,n,Fc1c(Sc2c(F)c(F)c(F)c(F)c2Br)c(Br)c(F)c(F)c1F,1
17741-60-5,pr,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
17760-93-9,n,Clc1ccc(Cl)c(c1)c1ccc(c2ccccc2Cl)c(Cl)c1Cl,1
17808-78-5,n,CC(C)CCCC(C)C1CCC2C3CCC4CC(O)C=CC4(C)C3CCC12C,1
17873-58-4,n,COc1cc2Cc3cc(OC)c(OC)cc3Cc3cc(OC)c(OC)cc3Cc3cc(OC)c(OC)cc3Cc2cc1OC,1
17916-30-2,pr,ON=C(C)C1CCC2C3CC=C4CC(CCC4(C)C3CCC12C)OC(=O)C,1
17925-97-2,n,Cc1ccc(cc1)C(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1
17977-23-0,n,CC(Cl)CC(C)CC(C)CC(Cl)(Cl)Cl,1
18122-77-5,pr,BrC(C1CCC(Br)C(Br)C1)C(Br)C1CCC(Br)C(Br)C1,1
18178-47-7,pr,N#CC(=Cc1cc2C(C)CC(C)(C)N(CCOC(=O)Nc3ccccc3)c2cc1C)C#N,1
18181-70-9,pr,COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,1
18226-46-5,n,ClCCc1cc(CCCl)cc(CCCl)c1,1
18259-05-7,n,Clc1c(c2ccccc2)c(Cl)c(Cl)c(Cl)c1Cl,1
18300-04-4,pr,BrC1CC2C(C1Br)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
18403-59-3,pr,CC1CC(C)(C)Oc2cc(c(O)cc12)C(C)(C)CC(C)(C)C,1
18429-70-4,n,Cc1cccc2c1c(C)cc1cc3ccccc3cc21,1
18429-71-5,n,Cc1ccc2cc3cc(C)c4c(C)cccc4c3cc2c1,1
18596-67-3,n,CCCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl,1
18632-75-2,n,Oc1c(Oc2c(O)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
18967-31-2,pr,O=C(Oc1c(Br)c(Br)c(Br)c(Br)c1Br)C(=C)C,1
18989-81-6,pr,O=C1C(=Cc2ccccc2Cl)CCCC1=Cc1ccccc1Cl,1
18989-82-7,pr,Clc1ccc(cc1)C=C1CCCC(=Cc2ccc(Cl)cc2)C1=O,1
19041-66-8,pr,O=C1C=CC2(C)C(=C1)CCC1C3CCC(OC(=O)c4ccccc4)C3(C)CCC21,1
19259-11-1,pr,Ic1sc(I)c(I)c1I,1
19314-74-0,n,COc1cc(C)c(C(=O)Oc2cc(C)c(c(OC)c2)C(=O)Oc2cc(C)c(C(=O)OC)c(OC)c2)c(OC)c1,1
19383-97-2,n,c1ccc(cc1)c1cccc2cc3c(ccc4ccccc34)cc12,1
19407-28-4,n,CC(C)c1ccc2c(CCC3C(C)(C)CCCC23C)c1,1
19592-55-3,pr,CC12CCC3(OCCO3)CC1=CC=C1C2CCC2(C)C1CCC2C1(C)OCCO1,1
19638-37-0,n,Fc1c(Sc2c(F)c(F)c(F)c(F)c2I)c(I)c(F)c(F)c1F,1
19679-38-0,n,CSc1ccc(cc1)C(c1ccc(SC)cc1)C(Cl)(Cl)Cl,1
19685-58-6,n,Clc1ccc(cc1)C(c1ccc(Cl)cc1)C(=C(Cl)Cl)Cl,1
19870-75-8,pr,CCCOC1(C)CCC23CC1C(C)(C)C3CCC2C,1
19900-69-7,pr,CC(C)c1cc(Cc2cc(C(C)C)c(N)c(c2)C(C)C)cc(C(C)C)c1N,1
20002-32-8,pr,Cc1ccccc1C(O)(c1ccccc1)C(O)(c1ccccc1)c1ccccc1C,1
20200-64-0,n,O=N(=O)c1cc(cc2C=CC3(Oc12)N(C)c1ccccc1C3(C)C)N(=O)=O,1
20222-29-1,n,O=N(=O)c1ccc(cc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1,1
20268-52-4,n,Clc1c2ccc3ccccc3c2cc2ccccc12,1
20440-93-1,pr,O=N(=O)c1ccc(cc1)N(c1ccc(cc1)N(=O)=O)c1ccc(cc1)N(=O)=O,1
20524-59-8,n,ClC1=C(Cl)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,1
20572-37-6,pr,Oc1ccc2ccccc2c1c1nc(nc(n1)c1c(O)ccc2ccccc12)c1cc2ccc3cccc4ccc(c1)c2c34,1
20627-28-5,n,Cc1cc2ccccc2c2cc3ccccc3c(C)c12,1
20627-31-0,n,Cc1cccc2c1cc1ccc3ccccc3c1c2C,1
20627-32-1,n,Cc1cc2ccccc2c2cc3cccc(C)c3c(C)c12,1
20627-33-2,n,Cc1cc2ccccc2c2c(C)c3ccccc3c(C)c12,1
20627-34-3,n,Cc1cc2ccccc2c2c1cc1c(C)cccc1c2C,1
20632-35-3,n,O=C(Nc1c(Cl)cc(Cl)cc1Cl)Nc1c(Cl)cc(Cl)cc1Cl,1
20653-11-6,n,O=N(=O)c1ccc(cc1)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)Oc1ccc(cc1)N(=O)=O,1
20746-54-7,n,S=C=Nc1ccc2c(c1)C(=O)OC12c2ccc(cc2Oc2cc(ccc12)N(C)C)N(C)C,1
20867-46-3,pr,CC(=O)OC1CCC2(C)C(=C(C)CC3C2CCC2(C)C3CC=C2C(=O)C)C1,1
20929-99-1,n,C#CC(OC(=O)NC1CCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,1
20930-00-1,n,C#CC(OC(=O)NC1CCCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,1
20980-06-7,n,c1cnc(nc1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,1
20980-16-9,n,CNc1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,1
20980-17-0,n,CN(C)c1ccnc(n1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,1
20980-18-1,n,C=CCNc1cnc(nc1)N1CCN(CC1)CCC(c1ccccc1)(c1ccccc1)c1ccccc1,1
21075-41-2,n,Cc1c2cc(ccc2nc2c1ccc1ccccc21)c1ccccc1,1
21121-62-0,pr,CCN(CC)c1ccc2c(c1)Oc1cc(C)c(Cl)cc1C12OC(=O)c2ccccc12,1
21248-00-0,n,Brc1c2ccccc2c2ccc3cccc4ccc1c2c34,1
21288-98-2,n,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)C)c1c(n(C)c(C)c1C(=O)OC)c4c3C2=O,1
21466-07-9,pr,Brc1cc(Br)c(OP(=O)(O)O)c(c1)c1cc(Br)cc(Br)c1O,1
21483-62-5,n,ClC(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,1
21571-58-4,n,Clc1ccc(cc1)COc1ccc(Cl)cc1Cl,1
21609-90-5,pr,COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,1
21641-70-3,n,ClC1=C(Cl)C2C(C1Cl)C1(Cl)C(=C(Cl)C2(Cl)C1(Cl)Cl)Cl,1
21652-58-4,pr,C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1
21667-03-8,n,BrCCN(CCBr)c1ccc(cc1)OC(=O)c1c(C)cccc1C,1
21825-03-6,pr,Brc1cc(Cc2cc(Br)c(O)c(Br)c2)cc(Br)c1O,1
21905-92-0,pr,c1ccc(cc1)N(CN(c1ccccc1)c1ccccc1)c1ccccc1,1
21934-68-9,pr,CCN(CC)c1ccc2c(c1)Oc1cc(C)cc(C)c1C12OC(=O)c2ccccc12,1
22038-40-0,pr,O=NN(c1ccc(cc1)C(C)(C)c1ccccc1)c1ccc(cc1)C(C)(C)c1ccccc1,1
